Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1,Client_0,Client_1
1004,1148,565,685,550,660,499,577,683,823
568,643,382,467,1259,1404,1042,1187,465,542
1357,1558,1221,1495,1244,1390,1019,1249,1188,1429
1352,1555,1124,1352,1192,1418,1053,1254,1250,1470
1064,1241,1070,1253,1068,1205,1154,1293,917,1119
1172,1376,1143,1368,660,722,525,583,928,1139
508,607,546,639,644,764,663,756,555,666
776,876,730,826,488,572,444,527,775,918
431,516,434,499,515,648,517,600,430,511
563,642,507,587,621,746,357,414,386,434
711,844,399,480,763,886,727,858,460,549
733,865,654,733,734,858,654,796,730,849
728,865,681,813,947,1149,727,877,648,754
953,1147,675,773,1365,1595,837,997,849,992
1281,1532,992,1217,1328,1569,859,1038,980,1181
1453,1695,982,1129,1120,1332,947,1177,1250,1448
1302,1518,956,1089,1221,1427,951,1146,1032,1240
1173,1400,918,1053,1152,1361,1064,1314,927,1056
1299,1527,913,1044,1341,1589,964,1124,1041,1174
1224,1471,1087,1315,1234,1448,933,1071,1149,1348
1160,1389,959,1198,1314,1558,1101,1344,1057,1239
1173,1414,1181,1389,1294,1528,1001,1153,1089,1308
1202,1453,1036,1275,1332,1562,1017,1240,1181,1369
1231,1480,931,1100,1369,1613,1079,1319,1035,1215
1198,1434,1076,1313,1308,1535,1020,1232,1432,1659
1158,1384,1066,1269,1191,1408,836,1225,1132,1338
1299,1534,937,1083,1286,1548,1208,1476,1079,1304
1366,1608,1160,1397,1161,1393,927,1064,1133,1364
1261,1514,974,1125,1320,1552,1081,1281,1073,1278
1241,1472,962,1127,1348,1577,995,1130,1380,1628
1248,1470,1005,1140,1294,1530,1043,1204,1254,1534
1167,1384,1061,1240,1111,1350,1017,1217,1219,1469
1089,1303,990,1126,1402,1647,1256,1467,1140,1390
1284,1518,1162,1304,1667,1991,1433,1688,1460,1713
1673,1919,1450,1699,492,572,438,535,1288,1548
476,582,365,438,1264,1486,1078,1294,439,531
1066,1332,1063,1256,1380,1601,1290,1538,974,1206
1253,1499,1096,1305,1539,1874,1214,1394,1250,1498
1350,1589,1549,1802,1617,1875,1396,1631,1303,1630
1365,1552,1280,1505,1631,1884,1852,2064,1318,1549
1338,1565,1558,1777,1504,1921,1450,1743,1276,1521
1222,1447,1507,1711,1700,2260,1762,2138,1560,1787
1307,1532,1827,2025,2532,2757,2015,2256,1657,1894
1715,2196,2228,2365,2079,2317,2472,2647,1799,2277
2077,2315,2333,2524,2082,2297,2164,2385,2006,2238
1908,2143,2003,2187,1164,1804,2069,2290,1989,2227
1923,2171,1743,1970,1613,1817,2163,2395,1762,2033
1797,2004,1554,1779,1291,1878,1739,2218,1968,2251
1961,2345,2188,2350,1333,1864,1951,2301,2173,2426
2255,2471,2074,2291,1244,1797,1851,2135,2026,2193
2261,2544,2098,2270,1656,2136,1184,1651,2021,2234
2092,2347,1855,2112,1075,1605,1524,1709,2333,2579
1793,2039,1762,1980,1596,1832,1594,1821,1905,2121
1767,2005,1594,1849,1409,1775,1453,1654,1852,2063
1770,2036,1780,2008,1517,1729,1604,1771,1835,1977
