Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9,Client_0,Client_1,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
848,924,1258,987,1330,1389,1452,1522,1579,1639,1347,1418,1483,1556,1622,1688,1752,1817,1875,1929
443,482,603,542,654,904,961,1015,1070,1136,478,543,874,923,972,1020,1068,1116,1175,1224
1643,1715,1829,1775,1877,1931,1982,2038,2092,2263,1238,1312,1381,1444,1506,1568,1631,1694,1755,1819
1053,1121,1248,1185,1307,1372,1437,1502,1565,1628,872,937,997,1055,1112,1169,1234,1294,1362,1417
465,536,656,603,709,925,978,1031,1082,1134,635,693,747,803,853,907,960,1118,1054,1177
4986,5241,5724,5477,5956,6176,6424,6653,6889,7121,3214,3445,3661,3881,4094,4310,4514,4728,4985,5289
2634,2843,3190,3021,3360,3532,3721,3918,4110,4320,2384,2660,3232,3987,4219,4439,4680,4890,5091,5360
2979,3193,3954,3373,4141,4312,4487,5219,5417,5613,3839,4038,4224,4405,4596,4774,4946,5124,5293,5468
1647,1868,2740,2047,2955,3123,3293,3482,3659,3864,1078,2249,2449,2628,2807,2976,3155,3399,3568,3725
1988,2153,2393,2276,2520,2635,2749,2896,3262,3437,2156,2402,2594,2791,2974,3169,3366,4113,3695,3885
2464,2683,3138,2906,3359,3575,3808,4056,4423,4816,2195,2420,2625,2827,3049,3265,3483,3719,3985,4212
1835,1986,2267,2134,2395,2497,2589,2673,2772,2855,1204,1344,1467,1577,1688,2054,2165,2568,2690,2782
582,660,1266,734,1339,1409,1477,1542,1604,1681,729,812,891,1340,1422,1493,1559,1627,1691,1769
913,992,1132,1080,1177,1221,1266,1309,1353,1397,529,592,639,1016,1098,1177,1254,1340,1419,1498
1094,1195,1355,1273,1438,1522,1610,1705,1791,1924,842,934,1026,1142,1213,1390,1477,1660,1753,1828
822,896,1034,962,1106,1177,1445,1518,1588,1674,619,676,722,998,1045,1097,1141,1185,1229,1281
671,744,884,816,949,1015,1237,1303,1367,1432,598,656,705,1040,1124,1200,1281,1363,1444,1540
751,830,977,903,1053,1123,1195,1268,1335,1413,553,625,1040,1087,1180,1252,1320,1387,1455,1541
675,746,1295,1226,1358,1420,1484,1555,1625,1710,657,734,808,1171,1248,1319,1386,1467,1541,1611
2931,3129,3541,3341,3723,3929,6405,6688,6910,7124,2213,2437,3325,3576,3931,4164,4392,4609,4849,5124
2330,2530,2989,2771,3173,3361,4016,4233,4439,4683,1779,2000,2216,2447,2755,2931,3361,4011,3558,3755
2749,2979,3880,3649,4133,4350,4838,5046,5832,6035,1261,2413,2607,2792,2970,3150,3326,3509,3688,3899
6153,6394,6843,6601,7052,7297,7491,7684,7905,8105,2380,2585,3272,3492,3710,3913,4107,4313,4509,4736
2267,2481,2822,2656,2985,3173,3363,3556,3902,4119,1893,2095,2264,2440,2609,2770,3196,3360,3719,3524
8441,8708,9169,8940,9413,9659,9895,10122,10370,10657,5623,5873,6098,6308,6518,6725,6947,7156,7373,7596
876,964,1114,1039,1188,1270,1353,1570,1638,1738,907,1029,1139,1479,1571,1658,1745,1854,1947,2066
657,699,778,734,832,885,947,1017,1079,1137,777,857,927,997,1167,1230,1290,1348,1472,1407
636,676,748,712,782,815,849,890,924,957,675,752,823,1049,1111,1173,1231,1298,1353,1418
940,999,1110,1054,1162,1250,1319,1387,1454,1531,734,801,988,1048,1101,1152,1205,1258,1310,1377
1187,1260,1402,1333,1472,1545,1616,1664,1748,1796,661,757,848,942,1050,1361,1433,1505,1575,1667
765,849,1012,936,1087,1165,1257,1331,1412,1500,1188,1271,1359,1452,1546,1640,1725,1951,2112,2021
1240,1395,1613,1512,1714,1813,1905,1991,2091,2177,929,1021,1309,1401,1496,1558,1612,1665,1720,1804
1358,1478,1699,1589,1812,1915,2281,2386,2492,2616,2171,2376,2560,2695,2828,2961,3087,3191,3318,3440
1786,1969,2251,2137,2351,2515,3223,3340,3458,3546,1804,1913,2013,2111,2266,2395,2553,2661,2764,2885
816,900,1313,978,1398,1478,1559,1644,1722,1821,639,732,1027,1114,1219,1334,1429,1533,1627,1731
923,987,1098,1044,1151,1203,1256,1306,1370,1423,593,905,977,1038,1093,1186,1279,1372,1476,1562
1353,1436,1597,1518,1689,1771,2212,2298,2379,2462,807,919,1307,1391,1470,1550,1639,1732,1817,1898
910,994,1149,1073,1224,1300,1377,1458,1552,1633,930,1015,1091,1166,1242,1500,1577,1654,1741,1817
702,798,951,876,1026,1227,1308,1384,1457,1546,984,1066,1141,1218,1291,1365,1440,1643,1708,1772
1441,1560,1740,1652,1842,1921,1998,2078,2156,2232,1810,1905,1993,2072,2150,2230,2310,2360,2405,2450
945,1022,1170,1097,1246,1327,1580,1630,1675,1729,824,907,985,1064,1143,1222,1311,1388,1460,1534
973,1055,1215,1132,1288,1360,1632,1708,1784,1903,661,984,1069,1142,1211,1285,1363,1458,1549,1653
5765,6828,7367,7295,7440,7521,7596,7669,7751,7819,1850,1954,2050,2492,3128,3488,4223,4842,5427,6382
1632,1707,1842,1775,1910,1977,2044,2111,2303,2417,1486,1563,1632,1701,1768,1835,1902,1968,2035,2115
1099,1186,1308,1260,1352,1399,1449,1647,1717,1800,781,862,973,1061,1150,1378,1463,1547,1734,1636
714,775,904,839,998,1068,1121,1174,1222,1269,1062,1117,1169,1226,1283,1342,1395,1549,1667,1604
1460,1523,1733,1615,1820,1940,2026,2121,2226,2329,1456,1523,1592,1664,1733,1799,1873,1940,2007,2092
951,1016,1129,1077,1184,1235,1285,1448,1505,1576,787,842,892,940,989,1047,1096,1348,1215,1279
660,716,801,759,840,880,931,979,1037,1102,630,681,939,982,1023,1068,1108,1151,1191,1240
2978,3082,3258,3172,3343,3427,3512,3595,3679,3764,1117,1222,1316,1391,3977,4077,4164,4258,4348,4445
1146,1241,1428,1335,1518,1609,1700,1792,2037,2114,836,944,1037,1350,1447,1544,1636,1727,1820,1929
1249,1362,1569,1464,1672,1776,1878,1980,2087,2235,1355,1468,1582,1691,1798,1903,2005,2303,2469,2395
2385,2483,2660,2573,2747,2833,2921,3005,3097,3208,2075,2181,2292,2400,2505,2613,2716,2838,2941,3049
1201,1315,1493,1407,1579,1666,1753,1878,1988,2083,973,1070,1160,1254,1346,1585,1672,1758,1958,1853
2609,2902,3427,3164,4375,4622,4851,5077,5299,5557,3505,3725,3929,4131,4344,4534,4723,4915,5110,5359
2475,2680,3111,2904,3317,3535,3743,3927,4359,4611,1728,1868,1990,2387,2522,2730,2931,3161,3424,3648
2357,2542,2831,2689,2959,3092,3213,3339,3463,3592,1485,1616,1740,1858,2812,2944,3073,3195,3324,3457
